,raw_freq,MI,Col
2279,1,0.6221296933246648,Faint
2178,1,0.6221296933246648,pulls
6502,1,0.6221296933246648,mitigated
794,2,0.6221296933246648,Fleshy
10119,1,0.6221296933246648,Succulent
11349,1,0.6221296933246648,mingled
9275,2,0.6221296933246648,sappy
4705,1,0.6221296933246648,succulently
1410,1,0.6221296933246648,Plummy
11908,1,0.6221296933246648,flashes
1171,1,0.6221296933246648,flagship
4689,1,0.6221296933246648,harmoniously
4701,1,0.6221296933246648,inexpensive
10249,2,0.6221296933246648,awash
5528,14,0.5870383735133949,currants
6176,5,0.5268195135203402,ruby
2196,2,0.5043466576682816,conjure
9915,4,0.5043466576682816,mulberry
6806,2,0.5043466576682816,engaging
10158,2,0.5043466576682816,highlighting
1340,2,0.5043466576682816,Leathery
4555,11,0.49429632181478017,easygoing
11477,3,0.4679790134974067,Rose
8059,4,0.45027943639800594,crunchy
3932,1,0.3989861420104553,grabs
11327,1,0.3989861420104553,winner
1423,1,0.3989861420104553,Blending
318,1,0.3989861420104553,evokes
9964,1,0.3989861420104553,sweetly
7857,3,0.3989861420104553,Let
10296,1,0.3989861420104553,pomegranates
9886,1,0.3989861420104553,Gaillac
2463,1,0.3989861420104553,Mirabelle
10150,1,0.3989861420104553,dives
5970,1,0.3989861420104553,ripple
5314,1,0.3989861420104553,frothy
8263,1,0.3989861420104553,tantalizing
7035,1,0.3989861420104553,wakes
4821,1,0.3989861420104553,Compact
7808,1,0.3989861420104553,weak
1136,1,0.3989861420104553,hips
11699,1,0.3989861420104553,Minty
4084,1,0.3989861420104553,Densely
4715,1,0.3989861420104553,succulence
2549,1,0.3989861420104553,spare
11245,1,0.3989861420104553,Heaven
835,1,0.3989861420104553,Syrupy
8070,1,0.3989861420104553,flake
1541,1,0.3989861420104553,unfussy
7957,1,0.3989861420104553,Frappato
8311,1,0.3989861420104553,Softly
11791,4,0.3501959778410233,potpourri
10147,2,0.3036759622061304,frames
3255,2,0.3036759622061304,Straightforward
10251,2,0.3036759622061304,expresses
220,9,0.29362562635262895,fragrance
5565,5,0.285657456703452,bursts
7954,3,0.27382299905644913,contrasts
3555,6,0.27382299905644913,turned
11495,1,0.21666458521650056,Mocha
4642,1,0.21666458521650056,allied
10993,1,0.21666458521650056,rosewater
11282,1,0.21666458521650056,Rita
7929,1,0.21666458521650056,previous
5383,1,0.21666458521650056,robustly
10497,1,0.21666458521650056,assortment
7585,1,0.21666458521650056,coupled
1363,1,0.21666458521650056,featuring
1358,1,0.21666458521650056,Generic
2088,1,0.21666458521650056,explosion
6265,1,0.21666458521650056,Raw
4829,1,0.21666458521650056,brimstone
7172,1,0.21666458521650056,Slovenian
11695,1,0.21666458521650056,radiant
8697,1,0.21666458521650056,speckled
1643,1,0.21666458521650056,predominantly
5748,1,0.21666458521650056,outside
4412,1,0.21666458521650056,sunbaked
1952,1,0.21666458521650056,doling
4905,1,0.21666458521650056,Grippy
6645,1,0.21666458521650056,Tasty
5875,1,0.21666458521650056,immensely
2128,1,0.21666458521650056,camphor
11900,1,0.21666458521650056,indicates
5732,1,0.21666458521650056,Beautifully
5085,1,0.21666458521650056,producing
3730,1,0.21666458521650056,quantities
9544,77,0.1639653532156497,currant
722,2,0.13662187754296434,underscored
3822,1,0.06251390538924229,indigenous
9523,1,0.06251390538924229,macerated
1142,1,0.06251390538924229,permeate
626,1,0.06251390538924229,styling
3899,2,0.06251390538924229,crisper
6582,1,0.06251390538924229,Violet
11390,1,0.06251390538924229,faintest
9777,1,0.06251390538924229,Polished
10714,1,0.06251390538924229,accompanies
3363,1,0.06251390538924229,Cahors
11623,1,0.06251390538924229,Aging
10534,1,0.06251390538924229,moist
9956,1,0.06251390538924229,ranging
2791,1,0.06251390538924229,upfront
3880,1,0.06251390538924229,amplified
3299,1,0.06251390538924229,roots
9474,1,0.06251390538924229,presenting
5950,1,0.06251390538924229,shearing
3418,1,0.06251390538924229,leftover
3232,1,0.06251390538924229,Sanguine
3868,2,0.06251390538924229,cheesy
11661,1,0.06251390538924229,offerings
3289,1,0.06251390538924229,brimming
3709,1,0.06251390538924229,track
10706,2,0.06251390538924229,fragrances
766,1,0.06251390538924229,traces
8034,1,0.06251390538924229,Monastrell
5649,3,0.06251390538924229,These
8372,3,0.015993889754349417,native
7727,0,0,No
7782,0,0,state
7786,0,0,hung
7785,0,0,marzipan
7722,0,0,score
7779,0,0,detect
7725,0,0,Napa
7724,0,0,Another
7780,0,0,unctuous
7728,0,0,thread
7723,0,0,exhilarating
7783,0,0,register
7726,0,0,clammy
7781,0,0,hair
7729,0,0,drive
7752,0,0,clothing
7735,0,0,hallmark
7730,0,0,fifty
7747,0,0,Dragon
7741,0,0,fashion
7763,0,0,Beko
7762,0,0,Tonnerre
7742,0,0,Max
7743,0,0,seeks
7744,0,0,pave
7745,0,0,adaptable
7746,0,0,Sophie
7759,0,0,Ripanço
7778,0,0,enclosed
7758,0,0,totally
7748,0,0,houses
7757,0,0,journey
7756,0,0,shortbread
7750,0,0,because
7755,0,0,finishing
7751,0,0,trajectory
7754,0,0,effort
7764,0,0,velvet
7765,0,0,Helmsman
7738,0,0,tied
7737,0,0,sourced
7777,0,0,Thiénot
7776,0,0,Boyd
7775,0,0,costs
7731,0,0,pastry
7732,0,0,years
7733,0,0,care
7774,0,0,Then
7773,0,0,world
7772,0,0,unfiltered
7734,0,0,cling
7771,0,0,tartness
7770,0,0,Hershey
7753,0,0,rugby
7769,0,0,Cranberries
7768,0,0,Wiebelsberg
7736,0,0,tribute
7766,0,0,drier
7787,0,0,refreshment
0,0,0,Precise
7788,0,0,154
7910,0,0,extraction
7903,0,0,Cão
7904,0,0,Evening
7905,0,0,youthfully
7906,0,0,glory
7907,0,0,bashful
7908,0,0,venture
7909,0,0,elongates
7911,0,0,sports
7901,0,0,device
7912,0,0,Scallion
7913,0,0,James
7914,0,0,2030
7915,0,0,dazzle
7917,0,0,aloft
7918,0,0,van
7919,0,0,Fennel
7902,0,0,teamed
7900,0,0,foudres
7880,0,0,San
7889,0,0,beat
7882,0,0,bolstered
7883,0,0,BudBreak
7884,0,0,savor
7885,0,0,disappearing
7886,0,0,penetration
7887,0,0,hollow
7888,0,0,chords
7891,0,0,soaring
7899,0,0,streusel
7892,0,0,highly
7893,0,0,777
7894,0,0,Totally
7895,0,0,Stefani
7896,0,0,extension
7897,0,0,stomped
7898,0,0,Approachably
7920,0,0,tasters
7921,0,0,skilled
7922,0,0,roundly
7956,0,0,Grigio
7946,0,0,Va
7947,0,0,fragrantly
7948,0,0,Mr
7951,0,0,vintages
7952,0,0,opener
7953,0,0,Muted
7955,0,0,Cartillon
7958,0,0,thankfully
7923,0,0,Semi
7959,0,0,Albarino
7960,0,0,mainly
7961,0,0,pee
7962,0,0,cooperative
7963,0,0,seek
7965,0,0,8g
7966,0,0,remove
7945,0,0,founded
7944,0,0,mown
7943,0,0,resolved
7942,0,0,grabber
7924,0,0,bomb
7925,0,0,showcases
7926,0,0,77
7927,0,0,puzzling
7928,0,0,flag
7930,0,0,briskness
7931,0,0,Carignane
7932,0,0,William
7933,0,0,ribbed
7934,0,0,invigorating
7935,0,0,DDO
7936,0,0,threaded
7937,0,0,expensive
7938,0,0,Portuguiser
7941,0,0,stubbornly
7881,0,0,haunting
7879,0,0,Caramel
7790,0,0,grandmother
7821,0,0,Like
7813,0,0,prompted
7814,0,0,sulphites
7815,0,0,Noble
7816,0,0,Astringent
7817,0,0,Riener
7818,0,0,throughout
7819,0,0,leap
7822,0,0,shadowy
7811,0,0,prior
7823,0,0,Stagecoach
7824,0,0,wife
7825,0,0,fosters
7826,0,0,reflecting
7827,0,0,seeds
7828,0,0,straddled
7829,0,0,Lifesavers
7812,0,0,silver
7810,0,0,crowd
7878,0,0,overtone
7798,0,0,ruffle
7791,0,0,Seco
7792,0,0,teams
7793,0,0,stogie
7794,0,0,Whatever
7795,0,0,bucks
7796,0,0,oranges
7797,0,0,bittersweet
7799,0,0,converge
7809,0,0,Unfiltered
7800,0,0,estates
7801,0,0,Osgood
7803,0,0,abounds
7804,0,0,flamingo
7805,0,0,intrusive
7806,0,0,aims
7807,0,0,tSanta
7832,0,0,shame
7833,0,0,region
7834,0,0,Under
7868,0,0,signify
7859,0,0,smallest
7860,0,0,Third
7861,0,0,pairing
7862,0,0,Date
7863,0,0,brooder
7864,0,0,staunchly
7866,0,0,stuck
7869,0,0,anonymous
7835,0,0,traction
7871,0,0,weather
7872,0,0,increase
7873,0,0,father
7874,0,0,Warmth
7875,0,0,Dancing
7876,0,0,spirits
7877,0,0,Spottswoode
7858,0,0,Cèdre
7855,0,0,today
7854,0,0,overtly
7853,0,0,Hearst
7836,0,0,Piedirosso
7838,0,0,Montepulciano
7839,0,0,meld
7840,0,0,prickling
7841,0,0,74
7843,0,0,uses
7844,0,0,batter
7845,0,0,renaissance
7846,0,0,Elegantly
7847,0,0,reckless
7848,0,0,attained
7849,0,0,Collaboration
7850,0,0,constantly
7851,0,0,south
7852,0,0,revived
7837,0,0,preclude
7665,0,0,phenolic
7721,0,0,Neill
7460,0,0,braced
7450,0,0,intensified
7451,0,0,worth
7454,0,0,Marne
7455,0,0,unleashes
7456,0,0,clash
7457,0,0,weed
7458,0,0,Baron
7459,0,0,Chestnut
7461,0,0,Silvaner
7448,0,0,irresistibly
7462,0,0,Honeydew
7463,0,0,Brightened
7464,0,0,due
7465,0,0,rev
7466,0,0,compressed
7468,0,0,throttle
7470,0,0,viscosity
7471,0,0,Tantara
7449,0,0,Cigar
7447,0,0,Texas
7522,0,0,Behind
7436,0,0,tend
7427,0,0,Superior
7428,0,0,Understated
7429,0,0,People
7430,0,0,Prominent
7432,0,0,surrounds
7433,0,0,Sbragia
7434,0,0,winking
7435,0,0,Feteasca
7437,0,0,streamlined
7446,0,0,Chehalem
7438,0,0,Rubin
7439,0,0,Lithe
7440,0,0,plume
7441,0,0,Franscioni
7442,0,0,admirably
7443,0,0,clocks
7444,0,0,evolves
7445,0,0,stops
7472,0,0,classification
7473,0,0,Peregrine
7474,0,0,pervading
7510,0,0,Sauzao
7501,0,0,admirable
7502,0,0,lived
7503,0,0,confines
7504,0,0,issues
7505,0,0,Often
7506,0,0,labels
7508,0,0,concoct
7509,0,0,central
7511,0,0,impression
7475,0,0,Glimpses
7512,0,0,overlay
7513,0,0,graceful
7514,0,0,disturb
7515,0,0,tails
7516,0,0,Will
7517,0,0,rate
7519,0,0,pinched
7520,0,0,Strikes
7500,0,0,Beyond
7498,0,0,exuberance
7496,0,0,Herbaceous
7495,0,0,dominating
7476,0,0,alternative
7477,0,0,superb
7478,0,0,41
7480,0,0,trick
7481,0,0,economic
7482,0,0,Fogarty
7483,0,0,Glazed
7484,0,0,coating
7485,0,0,eases
7486,0,0,warrant
7487,0,0,Aid
7488,0,0,harder
7489,0,0,spiking
7490,0,0,guru
7491,0,0,Exhibiting
7492,0,0,duet
7493,0,0,fattier
7426,0,0,singled
7425,0,0,spells
7424,0,0,suit
7361,0,0,Tan
7352,0,0,unraveling
7353,0,0,mired
7354,0,0,expense
7355,0,0,detailed
7356,0,0,working
7357,0,0,Heron
7359,0,0,Chocolate
7360,0,0,Carraovejas
7362,0,0,barnyard
7372,0,0,unyielding
7363,0,0,Most
7364,0,0,sacrifice
7365,0,0,propagated
7366,0,0,wisteria
7367,0,0,Grey
7368,0,0,Compared
7369,0,0,Pomerol
7370,0,0,Provencal
7351,0,0,Medium
7350,0,0,shadow
7349,0,0,autolytic
7347,0,0,wondering
7327,0,0,Sixty
7329,0,0,die
7330,0,0,Adelaide
7332,0,0,cryogenically
7333,0,0,consists
7334,0,0,nonvintage
7335,0,0,cognac
7336,0,0,subtlety
7337,0,0,Pacherenc
7338,0,0,terraces
7339,0,0,unwavering
7340,0,0,Too
7342,0,0,oaken
7343,0,0,bristles
7344,0,0,relax
7345,0,0,gap
7346,0,0,56
7371,0,0,prepare
7373,0,0,Scheurebe
7423,0,0,dustiness
7410,0,0,momentum
7398,0,0,lingers
7400,0,0,proven
7401,0,0,appease
7403,0,0,yields
7405,0,0,hedgerow
7406,0,0,White
7407,0,0,Steely
7408,0,0,put
7411,0,0,impeded
7375,0,0,Mouton
7413,0,0,problem
7414,0,0,Zins
7415,0,0,Hills
7416,0,0,Attaché
7417,0,0,invitingly
7418,0,0,Libre
7419,0,0,intention
7422,0,0,pronounced
7397,0,0,bolsters
7396,0,0,Comprised
7394,0,0,porterhouse
7393,0,0,burnt
7376,0,0,Suduiraut
7377,0,0,typicity
7378,0,0,tell
7379,0,0,wafer
7380,0,0,below
7381,0,0,Dubourdieu
7382,0,0,Father
7383,0,0,Powerful
7384,0,0,radically
7385,0,0,bacony
7386,0,0,alkalinity
7387,0,0,award
7388,0,0,Tingly
7389,0,0,Hill
7390,0,0,faux
7391,0,0,stylistic
7392,0,0,Beckstoffer
7521,0,0,aplomb
7523,0,0,puply
7720,0,0,pop
7663,0,0,endnotes
7654,0,0,plodding
7655,0,0,whopper
7656,0,0,scalped
7657,0,0,buoys
7658,0,0,iodine
7659,0,0,gathered
7660,0,0,Mohr
7662,0,0,woven
7664,0,0,counterbalance
7652,0,0,peaked
7968,0,0,truly
7666,0,0,Buoyed
7667,0,0,hours
7668,0,0,reads
7669,0,0,Compelling
7670,0,0,promising
7672,0,0,Round
7673,0,0,fermentation
7653,0,0,reckoned
7651,0,0,respectably
7524,0,0,examples
7638,0,0,aristocracy
7628,0,0,maximum
7630,0,0,adjusting
7632,0,0,Sattui
7633,0,0,size
7634,0,0,searching
7635,0,0,Garnacha
7636,0,0,Shiraz
7637,0,0,ultraripe
7640,0,0,Ciel
7650,0,0,calls
7641,0,0,melt
7642,0,0,Gascon
7643,0,0,Sunbaked
7644,0,0,ve
7645,0,0,served
7646,0,0,yard
7647,0,0,pinkie
7648,0,0,Dão
7674,0,0,Browne
7676,0,0,condition
7677,0,0,confiture
7710,0,0,swarthy
7701,0,0,cutter
7702,0,0,stands
7703,0,0,fitting
7705,0,0,Grignolino
7706,0,0,fair
7707,0,0,Sturdy
7708,0,0,heavily
7709,0,0,1970s
7711,0,0,entry
7678,0,0,Cedary
7712,0,0,concentrate
7713,0,0,minutes
7714,0,0,express
7715,0,0,bacon
7716,0,0,original
7717,0,0,grandchild
7718,0,0,Argentine
7719,0,0,subregions
7700,0,0,crumble
7699,0,0,applied
7698,0,0,Valli
7697,0,0,weighted
7679,0,0,influenced
7680,0,0,Nacional
7681,0,0,mingling
7683,0,0,demerara
7684,0,0,convey
7685,0,0,bubblies
7686,0,0,exposure
7687,0,0,Hefty
7688,0,0,blackbery
7689,0,0,Bringing
7690,0,0,basically
7691,0,0,comparison
7692,0,0,goods
7693,0,0,Ahi
7694,0,0,mother
7695,0,0,maderized
7696,0,0,Madirans
7626,0,0,glimpse
7625,0,0,Mooney
7624,0,0,Humbligny
7559,0,0,collector
7551,0,0,absorbed
7552,0,0,Chardonnays
7553,0,0,smaller
7554,0,0,pungent
7555,0,0,ebullient
7556,0,0,mist
7557,0,0,Australia
7558,0,0,Xinomavro
7560,0,0,Marie
7572,0,0,sprinkle
7562,0,0,control
7563,0,0,Adige
7564,0,0,gushing
7565,0,0,salami
7566,0,0,shoots
7567,0,0,Mountains
7569,0,0,Sizable
7570,0,0,Cellar
7550,0,0,shift
7549,0,0,zero
7548,0,0,Lychees
7547,0,0,raising
7525,0,0,Au
7526,0,0,niether
7527,0,0,abiding
7528,0,0,2013s
7529,0,0,Significantly
7531,0,0,Bergerac
7532,0,0,judged
7533,0,0,Fino
7535,0,0,Wachau
7536,0,0,bottom
7538,0,0,tempering
7540,0,0,Tri
7541,0,0,lthyme
7542,0,0,pioneers
7544,0,0,staple
7545,0,0,Hunawihr
7546,0,0,monolithic
7571,0,0,swirled
7573,0,0,radar
7623,0,0,upper
7612,0,0,Robin
7604,0,0,Blaufränkisch
7605,0,0,Hazelnut
7606,0,0,dances
7607,0,0,2020
7608,0,0,improvement
7609,0,0,autumnal
7610,0,0,steamier
7611,0,0,straw
7613,0,0,enlivening
7574,0,0,raspy
7615,0,0,energized
7616,0,0,Loire
7617,0,0,bags
7618,0,0,stocking
7619,0,0,Santiago
7620,0,0,punishing
7621,0,0,borderline
7622,0,0,rejuvenated
7603,0,0,superclean
7602,0,0,Victoria
7601,0,0,prevailing
7600,0,0,Trapat
7575,0,0,Leaner
7576,0,0,Vineyards
7577,0,0,Goldert
7579,0,0,stale
7581,0,0,Matt
7583,0,0,toe
7584,0,0,17
7586,0,0,launch
7589,0,0,Bentrock
7590,0,0,chateaus
7591,0,0,dangerously
7592,0,0,ambitious
7593,0,0,pine
7594,0,0,Part
7596,0,0,Steps
7598,0,0,paint
7599,0,0,marginally
7967,0,0,breeze
8035,0,0,influence
7970,0,0,measured
8499,0,0,pleasure
8491,0,0,DNA
8492,0,0,calms
8493,0,0,peels
8494,0,0,Pouilly
8495,0,0,Spine
8496,0,0,undergoes
8497,0,0,cayenne
8498,0,0,releases
8500,0,0,Laser
8489,0,0,near
8501,0,0,sauces
8503,0,0,Beeswax
8504,0,0,mileage
8505,0,0,unapologetic
8506,0,0,Edged
8507,0,0,Robola
8508,0,0,unveil
8509,0,0,cheery
8490,0,0,lax
8486,0,0,whitefish
8561,0,0,peppers
8474,0,0,screams
8466,0,0,comingle
8467,0,0,intermingling
8468,0,0,sharpens
8469,0,0,portobello
8470,0,0,Kamptal
8471,0,0,fluidity
8472,0,0,creep
8473,0,0,Aside
8475,0,0,lined
8485,0,0,Oceanic
8476,0,0,unexpected
8478,0,0,Adam
8479,0,0,grainy
8480,0,0,uplifted
8481,0,0,structural
8482,0,0,Sourdough
8483,0,0,Angélus
8484,0,0,trailing
8510,0,0,seafood
8511,0,0,sizzle
8512,0,0,Splendid
8547,0,0,sulfites
8538,0,0,water
8540,0,0,Carricante
8541,0,0,pyrazine
8542,0,0,shoes
8543,0,0,wane
8544,0,0,Albanello
8545,0,0,fringe
8546,0,0,scored
8549,0,0,throated
8513,0,0,thoroughly
8550,0,0,49
8551,0,0,Burgundy
8552,0,0,Europe
8554,0,0,scratch
8555,0,0,Chambertin
8556,0,0,strength
8557,0,0,dimensional
8558,0,0,exuberantly
8536,0,0,excels
8535,0,0,Vanillla
8534,0,0,73
8533,0,0,Agassac
8514,0,0,testify
8515,0,0,chest
8516,0,0,shortage
8518,0,0,ages
8519,0,0,clings
8521,0,0,orchard
8522,0,0,Villages
8523,0,0,rare
8524,0,0,underscoring
8525,0,0,Bone
8526,0,0,board
8527,0,0,stint
8528,0,0,reflects
8529,0,0,Inside
8530,0,0,Core
8531,0,0,Adriatic
8532,0,0,competing
8465,0,0,amorphous
8464,0,0,Lingering
8463,0,0,Temperance
8401,0,0,aiming
8392,0,0,Mancini
8393,0,0,Sauvingnon
8394,0,0,worked
8396,0,0,sculptor
8397,0,0,becoming
8398,0,0,laser
8399,0,0,former
8400,0,0,candle
8402,0,0,Chalk
8412,0,0,Flush
8403,0,0,phase
8404,0,0,maturity
8405,0,0,Berry
8406,0,0,noble
8407,0,0,competence
8408,0,0,spicier
8409,0,0,tactic
8410,0,0,doused
8391,0,0,singular
8390,0,0,flow
8389,0,0,Earthiness
8388,0,0,Resiny
8366,0,0,Cru
8367,0,0,Jensen
8368,0,0,Complex
8369,0,0,sex
8370,0,0,slicked
8373,0,0,headier
8374,0,0,David
8375,0,0,Brumont
8376,0,0,relief
8377,0,0,test
8378,0,0,1990
8379,0,0,Nagy
8380,0,0,Veins
8381,0,0,hoppy
8383,0,0,yogurt
8386,0,0,detail
8387,0,0,Drouhin
8411,0,0,Grassini
8414,0,0,pack
8462,0,0,kiwis
8451,0,0,Unfortunately
8441,0,0,cough
8442,0,0,Yakima
8443,0,0,colour
8445,0,0,Seduction
8446,0,0,pinchy
8447,0,0,mandarin
8448,0,0,Structure
8449,0,0,assuredly
8452,0,0,whisper
8415,0,0,Sea
8453,0,0,Aptly
8454,0,0,scandal
8455,0,0,Saline
8456,0,0,Thunevin
8457,0,0,speedy
8459,0,0,trait
8460,0,0,wealth
8461,0,0,Emblematic
8440,0,0,you
8439,0,0,flighty
8438,0,0,Grainy
8437,0,0,donated
8417,0,0,Layered
8419,0,0,svelte
8420,0,0,Cao
8422,0,0,Climat
8423,0,0,matures
8424,0,0,Drinkable
8425,0,0,Alsatian
8426,0,0,Co
8427,0,0,sacidity
8428,0,0,Erik
8429,0,0,72
8430,0,0,Freshly
8431,0,0,unqieu
8433,0,0,penchant
8434,0,0,spreads
8435,0,0,Avola
8436,0,0,angel
8559,0,0,Allen
8562,0,0,abundantly
7971,0,0,diffuse
8690,0,0,lemony
8682,0,0,fore
8683,0,0,screwcap
8684,0,0,focusing
8685,0,0,family
8686,0,0,Nervy
8687,0,0,Tim
8688,0,0,roughness
8689,0,0,soonest
8691,0,0,putting
8680,0,0,101
8692,0,0,compromise
8693,0,0,Arneis
8694,0,0,season
8695,0,0,Bloody
8696,0,0,jalapeño
8698,0,0,stark
8699,0,0,conversion
8700,0,0,Bovale
8681,0,0,iffy
8679,0,0,Affordable
8563,0,0,150
8668,0,0,Crafted
8658,0,0,altogether
8659,0,0,tames
8660,0,0,Signature
8662,0,0,settled
8663,0,0,Blossomy
8665,0,0,Savoie
8666,0,0,melony
8667,0,0,Vranec
8669,0,0,slope
8678,0,0,underscores
8670,0,0,traceable
8671,0,0,shown
8672,0,0,lait
8673,0,0,expanding
8674,0,0,crystallized
8675,0,0,necessitate
8676,0,0,sitting
8677,0,0,strikingly
8701,0,0,licks
8702,0,0,socks
8703,0,0,infamous
8737,0,0,thinking
8728,0,0,staunch
8729,0,0,ensemble
8730,0,0,Raisiny
8731,0,0,Tuscan
8732,0,0,sift
8733,0,0,defined
8734,0,0,classed
8736,0,0,Primary
8738,0,0,kumquats
8704,0,0,enclave
